,locus_tag,old_locus_tag,OctoberProduct,SAdLSApdb,SAdLSApreTMS,SAdLSApreTMS2,SAdLSApdbDescription,pfamID,pfamPreTMS,pfamPreTMS2,pfamDescription,hhblitsID,hhblitsProb,hhblitsDescription
WP_010939458.1,DVU_RS10315,DVU2183,hypothetical,6IXE_A,0.4818,0.5015,"SH3 domain-binding protein 5; Rab11, GEF, SH3BP5, SIGNALING PROTEIN; HET: MSE; 3.35A {Homo sapiens}",PF08385.13,0.4951,0.2766,"DHC_N1 ; Dynein heavy chain, N-terminal region 1",4E6E_A,47.93,"Cell division protein ftsZ; Cell division, tubulin homolog, GTP-binding; 2.12A {Thermobifida fusca}"
WP_010939461.1,DVU_RS10330,DVU2186,hypothetical,6IAN_C,0.3761,0.3144,"Intraflagellar transport protein 22; Intraflagellar transport protein 22, IFT74; HET: GTP, MSE; 3.2A {Trypanosoma brucei brucei (strain 927/4 GUTat10.1)}",PF07471.13,0.4152,0.8098,Phage_Nu1 ; Phage DNA packaging protein Nu1,6HN7_B,95.77,"Redirecting phage packaging protein C; Redirecting packaging protein, DNA Binding; 3.0A {Escherichia coli}"
WP_010939462.1,DVU_RS10335,DVU2187,hypothetical,5IFM_B,0.3804,0.2983,"Non-POU domain-containing octamer-binding protein; DBHS protein RNA binding, RNA; HET: GOL, CL, PRO; 2.6A {Homo sapiens}",PF18304.2,0.3487,0.2584,SabA_adhesion ; SabA N-terminal extracellular adhesion domain,5D4N_A,32.46,"Nitrogen regulatory protein P-II; carbon regulatory PII protein, CPII; HET: ADP, AMP; 1.6A {Thiomonas intermedia (strain K12)}"
WP_010940664.1,DVU_RS10350,DVU4014,hypothetical,6WT4_B,0.4754,0.3405,"Bacterial STING (Flavobacteriaceae sp.)/RNA Complex; CBASS, cyclic dinucleotide receptor, CD-NTase; HET: SO4, 4BW; 1.78A {Flavobacteriaceae}",PF07855.13,0.4422,0.3392,ATG101 ; Autophagy-related protein 101,2K9Q_A,82.61,"uncharacterized protein; all helix, helix-turn-helix, Plasmid, Structural; NMR {Bacteroides thetaiotaomicron}"
WP_010939467.1,DVU_RS16710,DVU2192,hypothetical,6CFZ_G,0.6017,0.5476,"Ask1, Dad3, Dad2, Duo1, Dad4; DASH, Dam1 complex, Ask1, Dad1;{Chaetomium thermophilum}",PF08227.12,0.5951,0.6324,DASH_Hsk3 ; DASH complex subunit Hsk3 like,1NH2_B,14.71,"Transcription initiation factor TFIID, Transcription; TRANSCRIPTION/DNA, TRANSCRIPTION-DNA complex; 1.9A {Saccharomyces cerevisiae} SCOP: a.32.1.1"
WP_014524482.1,DVU_RS10355,DVU2193,hypothetical,5KL4_A,0.4146,0.6349,"Wilms tumor protein/DNA Complex; Wilms Tumor Protein, WT1, zinc; HET: 5CM, EDO, 5FC; 1.783A {Homo sapiens}",PF14719.7,0.3593,0.3313,PID_2 ; Phosphotyrosine interaction domain (PTB/PID),1DP7_P,68.27,"MHC CLASS II TRANSCRIPTION FACTOR; WINGED HELIX, MHC CLASS II; 1.5A {N/A} SCOP: a.4.5.20"
WP_010939469.1,DVU_RS10360,DVU2194,hypothetical,6R3E_B,0.4680,0.4098,"DNA (cytosine-5)-methyltransferase 3B,DNA (cytosine-5)-methyltransferase 3B; DNMT3B PWWP DOMAIN, HISTONE BINDING; HET: SO4, 96H; 2.269A {Homo sapiens}",PF17244.3,0.4151,0.4251,"CDC24_OB3 ; Cell division control protein 24, OB domain 3",2KDX_A,71.03,"Hydrogenase/urease nickel incorporation protein hypA; metallochaperone, hydrogenase, Metal-binding, Nickel, METAL-BINDING; HET: ZN; NMR {Helicobacter pylori}"
WP_010939470.1,DVU_RS10365,DVU2195,hypothetical,2BV6_A,0.4911,0.3362,"HTH-TYPE TRANSCRIPTIONAL REGULATOR MGRA; TRANSCRIPTIONAL REGULATOR, MULTIDRUG RESISTANCE REGULATOR; 2.8A {STAPHYLOCOCCUS AUREUS} SCOP: a.4.5.28",PF09111.11,0.4201,0.3664,SLIDE ; SLIDE,1RWJ_A,64.36,"Cytochrome c family protein; multiheme cytochrome c, cytochrome c7; HET: HEM; 1.7A {Geobacter sulfurreducens} SCOP: a.138.1.1"
WP_010939473.1,DVU_RS10380,DVU2198,hypothetical,2QKD_A,0.6740,0.1458,"Zinc finger protein ZPR1; HELICAL HAIRPINS, BETA HELIX, ANTI-PARRALLEL; 2.0A {Mus musculus}",PF07282.12,0.6609,0.6189,OrfB_Zn_ribbon ; Putative transposase DNA-binding domain,3WWL_A,95.96,"Alpha-aminoadipate carrier protein LysW; Zinc Finger, Amino acid carrier; HET: UN1; 1.2A {Thermus thermophilus HB27}"
WP_010939475.1,DVU_RS10385,DVU2200,hypothetical,6HPC_A,0.6765,0.6291,"Antitoxin HicB; dna binding, helix-turn-helix, HTH, ANTITOXIN; HET: MSE; 2.26A {Escherichia coli 2-210-07_S3_C3}",PF15731.6,0.5800,0.5630,"MqsA_antitoxin ; Antitoxin component of bacterial toxin-antitoxin system, MqsA",3MZY_A,74.05,"RNA polymerase sigma-H factor; PSI, MCSG, Structural Genomics, Midwest; 2.5A {Fusobacterium nucleatum subsp. nucleatum}"
WP_010939481.1,DVU_RS10415,DVU2206,PAS domain-containing protein,5CY2_F,0.6937,0.7904,Transposon Tn3 resolvase/DNA Complex; DNA recombinase repressor DNA binding; 4.0A {Escherichia coli},PF04708.13,0.6285,0.6519,Pox_F16 ; Poxvirus F16 protein,1ZR2_A,99.62,"Transposon gamma-delta resolvase/DNA Complex; resolvase, site-specific, recombination, flat interface; 3.9A {Escherichia coli} SCOP: c.53.1.1, a.4.1.2"
WP_010939487.1,DVU_RS10440,DVU2212,molybdenum cofactor biosynthesis protein MoaE,2OMD_B,0.8526,0.6792,"Molybdopterin-converting factor subunit 2; MOAE, coenzyme biosynthesis, Structural Genomics; HET: GOL; 2.0A {Aquifex aeolicus}",PF02391.18,0.8084,0.8272,MoaE ; MoaE protein,4AP8_C,100.00,MOLYBDOPTERIN SYNTHASE CATALYTIC SUBUNIT (E.C.2.8.1.12); TRANSFERASE; HET: GOL; 2.78A {HOMO SAPIENS}
WP_010939495.1,DVU_RS10470,DVU2220,hypothetical,1RR7_A,0.6925,0.5031,"Middle operon regulator; Mor, TRANSCRIPTION; 2.2A {Enterobacteria phage Mu} SCOP: a.4.1.14",PF08765.12,0.7088,0.5987,Mor ; Mor transcription activator family,1RR7_A,99.35,"Middle operon regulator; Mor, TRANSCRIPTION; 2.2A {Enterobacteria phage Mu} SCOP: a.4.1.14"
WP_010939498.1,DVU_RS10480,DVU2223,hypothetical,4GEH_A,0.5917,0.3775,"Programmed cell death protein 10; alpha helix-rich protein, serine/threonine-protein kinase; 1.95A {Homo sapiens}",PF05757.12,0.6045,0.3958,PsbQ ; Oxygen evolving enhancer protein 3 (PsbQ),4UY3_A,32.25,"SEPTATION RING FORMATION REGULATOR EZRA; STRUCTURAL PROTEIN, DIVISOME, FTSZ, CELL; 2.6A {STAPHYLOCOCCUS AUREUS}"
WP_010939499.1,DVU_RS10485,DVU2224,hypothetical,6CT0_0,0.6375,0.2505,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate; Pyruvate Dehydrogenase Complex, E2, Inner; 3.1A {Homo sapiens}",PF16576.6,0.5128,0.5053,HlyD_D23 ; Barrel-sandwich domain of CusB or HlyD membrane-fusion,6H55_A,98.75,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate; Pyruvate dehydrogenase, human, OXIDOREDUCTASE; 6.0A {Homo sapiens}"
WP_010939507.1,DVU_RS10525,DVU2232,hypothetical,2LQG_A,0.6023,0.5484,"Talin-1; Actin, Integrin, Helical Bundle, Adhesion; NMR {Mus musculus}",PF04011.13,0.5740,0.5067,LemA ; LemA family,3O39_B,28.03,"Periplasmic protein related to spheroblast; alpha-helical, Structural Genomics, Montreal-Kingston Bacterial; HET: MSE; 2.599A {Escherichia coli}"
WP_014524486.1,DVU_RS10535,NULL,hypothetical,5LF8_A,0.2883,0.0949,"Nucleoside diphosphate-linked moiety X motif; Hydrolase, Structural Genomics, Structural Genomics; 2.56A {Homo sapiens}",PF10084.10,0.4746,0.2714,DUF2322 ; Uncharacterized protein conserved in bacteria (DUF2322),1P4Q_A,13.71,"Cbp/p300-interacting transactivator 2, E1A-associated protein; helix, protein-protein complex, TRANSCRIPTION-TRANSFERASE COMPLEX; HET: ZN; NMR {Homo sapiens} SCOP: j.96.1.1"
WP_010939510.1,DVU_RS10545,DVU2235,hypothetical,3MC3_A,0.8527,0.4720,"DsrE/DsrF-like family protein; Structural Genomics, Joint Center for; 1.49A {Sulfolobus solfataricus}",PF02635.16,0.7707,0.4531,DrsE ; DsrE/DsrF-like family,2D1P_D,99.11,"Hypothetical UPF0163 protein yheN, Hypothetical; tRNA modification, sulfur transfer, Structural; 2.15A {Escherichia coli} SCOP: c.114.1.1"
WP_010940656.1,DVU_RS10595,DVU4006,hypothetical,5YK5_C,0.5207,0.4987,"Ragulator complex protein LAMTOR4, Ragulator; cellular signal transduction pathway, SIGNALING; 2.03A {Homo sapiens}",PF11197.9,0.4733,0.4998,DUF2835 ; Protein of unknown function (DUF2835),4G6T_B,80.75,"Type III chaperone protein ShcA; Chaperone Effector, secretion chaperone, CHAPERONE; 1.56A {Pseudomonas syringae pv. tomato}"
WP_010939536.1,DVU_RS10655,DVU2261,hypothetical,3S29_H,0.5766,0.4482,"Sucrose synthase 1 (E.C.2.4.1.13); Glycosyltransferase, Sucrose metabolism, sugar acceptor; HET: FRU, SO4, UDP, MLA; 2.85A {Arabidopsis thaliana}",PF05693.14,0.5220,0.4775,Glycogen_syn ; Glycogen synthase,3OY2_A,99.79,"Glycosyltransferase B736L; Rossmann fold, glycosyltransferase, GDP-mannose, sugar; 2.31A {Paramecium bursaria Chlorella virus NY2A}"
WP_010939559.1,DVU_RS10725,DVU2284,hypothetical,6GV8_A,0.4545,0.4545,"Hyperosmolarity resistance protein Emb; EMBP, Staphylococcus epidermidis, FG-repeat, CELL; 1.394A {Staphylococcus epidermidis}",PF04279.16,0.5430,0.5308,IspA ; Intracellular septation protein A,1QCR_D,6.01,"UBIQUINOL CYTOCHROME C OXIDOREDUCTASE, PROTOPORPHYRIN; BC1, QCR, MEMBRANE PROTEIN, PROTON; HET: HEM; 2.7A {Bos taurus} SCOP: f.23.11.1, a.3.1.3"
WP_010940659.1,DVU_RS10845,DVU4009,hypothetical,4OOJ_A,0.4047,0.3193,"SidC, interaptin; novel fold, Legionella effector, Legionella; HET: PEG; 2.4A {Legionella pneumophila}",PF15292.7,0.3802,0.2582,Treslin_N ; Treslin N-terminus,4G6T_B,85.38,"Type III chaperone protein ShcA; Chaperone Effector, secretion chaperone, CHAPERONE; 1.56A {Pseudomonas syringae pv. tomato}"
WP_010939597.1,DVU_RS10895,DVU2323,hypothetical,4O8A_A,0.4801,0.1457,"Bifunctional protein PutA (E.C.1.5.99.8, 1.2.1.88); flavoenzyme, proline dehydrogenase, PutA, proline; HET: FAD, PG4; 2.0A {Escherichia coli}",PF15877.6,0.4774,0.2032,TMEM232 ; Transmembrane protein family 232,1EA4_F,51.88,"TRANSCRIPTIONAL REPRESSOR COPG; TRANSCRIPTIONAL REPRESSOR, DNA-BINDING PROTEIN, PLASMID; 2.95A {STREPTOCOCCUS AGALACTIAE} SCOP: a.43.1.3"
WP_049775581.1,DVU_RS10915,NULL,hypothetical,5MGX_E,0.5935,0.5084,"yeast HSP90 C-terminus, Peptidyl-prolyl cis-trans; Hsp90, PPIase, teratricopeptide, immunophilin, isomerase; 2.18A {Homo sapiens}",PF17826.2,0.5356,0.3804,DUF5588 ; Family of unknown function (DUF5588),5L0Y_H,99.26,"protein translocation Sec72,Sec72, PRO-THR-VAL-GLU-GLU-VAL-ASP; Protein translocation, TPR, C-terminal Ssa1; 2.87A {Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719)}"
WP_164928137.1,DVU_RS10950,DVU2334,hypothetical,2LKZ_A,0.3114,0.2742,"RNA-binding protein 5; RRM, RNA BINDING PROTEIN; NMR {Homo sapiens}",PF01847.17,0.2948,0.2793,VHL ; VHL beta domain,6XTY_4,20.08,"DNA replication licensing factor MCM2; CMG, Helicase, ATPase, Replisome, REPLICATION; 6.77A {Homo sapiens}"
WP_010939608.1,DVU_RS10955,DVU2335,divergent polysaccharide deacetylase family protein,2C1I_A,0.4824,0.5566,"PEPTIDOGLYCAN GLCNAC DEACETYLASE (E.C.3.5.1.33); CE-4, CARBOHYDRATE ESTERASE, PEPTIDOGLYCAN DEACETYLASE; HET: MES; 1.35A {STREPTOCOCCUS PNEUMONIAE} SCOP: d.341.1.1, c.6.2.3",PF09960.10,0.4201,0.3301,DUF2194 ; Uncharacterised protein conserved in bacteria (DUF2194),2NLY_A,99.90,Divergent polysaccharide deacetylase  hypothetical; divergent polysaccharide deacetylase  pfam04748; 2.5A {Bacillus halodurans} SCOP: c.6.2.7
WP_010939618.1,DVU_RS11000,DVU2345,hypothetical,6LCB_A,0.3234,0.3277,"Segment polarity protein dishevelled homolog; Wnt signaling pathway, Signaling protein; HET: E83; 1.4A {Homo sapiens}",PF14593.7,0.3486,0.3536,PH_3 ; PH domain,6XYB_C,12.59,"Uncharacterized protein; Q4D6Q5, Trypanosoma, neglected diseases, UNKNOWN; HET: CSO; 1.47A {Trypanosoma cruzi (strain CL Brener)}"
WP_010939624.1,DVU_RS11025,DVU2351,hypothetical,2RBD_A,0.5498,0.4418,"BH2358 protein; PUTATIVE SPORE COAT PROTEIN, STRUCTURAL; HET: PG4; 1.54A {Bacillus halodurans C-125}",PF15189.7,0.4931,0.4161,MEIOC ; Meiosis-specific coiled-coil domain-containing protein MEIOC,6HWH_B,30.32,"Ubiquinol-cytochrome c reductase iron-sulfur subunit; Membrane Protein, Cryo-EM, Respiratory supercomplex; HET: HEM, MQ9, HAS, HEC, CDL; 3.3A {Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)}"
WP_010939654.1,DVU_RS11155,DVU2381,hypothetical,6XJH_B,0.7537,0.6465,"Phenol-soluble modulin export ABC transporter; ABC transporter, ABC exporter, Peptide; HET: AGS;{Staphylococcus aureus}",PF12679.8,0.7496,0.6478,ABC2_membrane_2 ; ABC-2 family transporter protein,5DO7_A,95.45,"ATP-binding cassette sub-family G member; ATP-binding cassette transporter, ABCG, Sterol; 3.93A {Homo sapiens}"
WP_010940660.1,DVU_RS11215,DVU4010,hypothetical,1TR2_B,0.5410,0.3960,"VINCULIN ISOFORM 1; ACTIN-BINDING, CELL ADHESION; HET: MSE; 2.9A {Homo sapiens}",PF01044.20,0.5423,0.4723,Vinculin ; Vinculin family,4GWQ_A,22.44,"Mediator of RNA polymerase II; Binding Sites, Mediator Complex, Models; 4.5A {Saccharomyces cerevisiae}"
WP_150103623.1,DVU_RS11235,DVU2397,hypothetical,5TBF_A,0.6391,0.5949,"Translation elongation factor; RctB, TRANSLATION; HET: MSE; 3.003A {Vibrio cholerae}",PF07042.12,0.7596,0.8050,TrfA ; TrfA protein,1REP_C,99.53,"REPLICATION INITIATION PROTEIN/DNA COMPLEX; REPLICATION INITIATOR, DNA-BINDING,, REPLICATION-DNA COMPLEX; 2.6A {Escherichia coli} SCOP: a.4.5.10"
WP_010939686.1,DVU_RS11310,DVU2414,hypothetical,7JSN_B,0.4683,0.3577,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit; G protein, G protein-effector complex; HET: VDN, GTP, 35G;{Bos taurus}",PF11573.9,0.4594,0.2776,Med23 ; Mediator complex subunit 23,3HJL_A,99.93,"Flagellar motor switch protein fliG; Armadillo repeat motif, superhelix, conformational; 2.4A {Aquifex aeolicus}"
WP_010939692.1,DVU_RS11340,DVU2420,hypothetical,3ZNU_G,0.7464,0.8515,"5-CHLOROMUCONOLACTONE DEHALOGENASE; LYASE, FERREDOXIN FOLD, ISOMERASE, 3-CHLOROCATECHOL; HET: CL, EDO; 1.65A {RHODOCOCCUS OPACUS}",PF02426.17,0.7382,0.8779,MIase ; Muconolactone delta-isomerase,1MWQ_A,99.64,"HYPOTHETICAL PROTEIN HI0828; HI0828, YCII_HAEIN, hypothetical protein, structural; HET: MSE, 1PE; 0.99A {Haemophilus influenzae} SCOP: d.58.4.7"
WP_011791841.1,DVU_RS11370,DVU2427,hypothetical,4LJR_B,0.6516,0.5583,"DNA processing chain A; DNA processing A domain, Rossmann; 1.8A {Helicobacter pylori}",PF02481.16,0.6098,0.5459,DNA_processg_A ; DNA recombination-mediator protein A,2NX2_A,99.46,"Crystal structure of hypothetical protein; structural genomics, UNKNOWN FUNCTION, PSI; 2.0A {Bacillus subtilis} SCOP: c.129.1.2"
WP_011791839.1,DVU_RS11390,DVU2434,hypothetical,2RHU_A,0.5703,0.3223,"Lethal(3)malignant brain tumor-like protein; BETA BARREL, Protein-peptide Complex, dimethyl-lysine; HET: MLY, PG4; 1.9A {Homo sapiens}",PF09038.11,0.4982,0.6672,53-BP1_Tudor ; Tumour suppressor p53-binding protein-1 Tudor,5DMA_A,98.13,"ATP-dependent DNA helicase PcrA (E.C.3.6.4.12); RNA polymerase, PcrA/UvrD helicase, Tudor; 1.53A {Geobacillus stearothermophilus}"
WP_014524519.1,DVU_RS11425,DVU2440,hypothetical,4ARE_A,0.5485,0.2799,"COLLAGENASE G (E.C.3.4.24.3); HYDROLASE, COLLAGEN, PEPTIDASE, COLLAGENOLYSIS, METALLOPROTEASE; HET: FLC, P6G; 2.19A {CLOSTRIDIUM HISTOLYTICUM}",PF10460.10,0.4858,0.4238,Peptidase_M30 ; Peptidase M30,3VZ9_B,39.22,"Uncharacterized protein, Spc24 protein; RWD domain, kinetochore component, chromosome; 1.03A {Gallus gallus}"
WP_010939718.1,DVU_RS11455,DVU2447,hypothetical,2BTW_B,0.7186,0.5610,"ALR0975 PROTEIN (E.C.2.3.2.15); PHYTOCHELATIN SYNTHASE, PCS, ALR0975, NOSTOC; HET: MSE; 2.0A {ANABAENA SP.} SCOP: d.3.1.14",PF11814.9,0.6742,0.6324,DUF3335 ; Peptidase_C39 like family,2BTW_B,98.67,"ALR0975 PROTEIN (E.C.2.3.2.15); PHYTOCHELATIN SYNTHASE, PCS, ALR0975, NOSTOC; HET: MSE; 2.0A {ANABAENA SP.} SCOP: d.3.1.14"
WP_011791831.1,DVU_RS11520,DVU2460,hypothetical,2OWY_A,0.6442,0.3932,"Recombination-associated protein rdgC; homologous recombination, Pseudomonas aeruginosa, RdgC; 2.5A {Pseudomonas aeruginosa}",PF04381.13,0.6379,0.3953,"RdgC ; Putative exonuclease, RdgC",2OWL_A,98.45,"Recombination-associated protein rdgC; recombination, replication, RecA; 2.4A {Escherichia coli}"
WP_010939734.1,DVU_RS11540,DVU2464,hypothetical,6F38_n,0.4970,0.2373,"ARP1 actin related protein 1; TDH, DDH, Complex, dynein/dynactin/HOOK3, MOTOR; HET: ATP, ADP;{Sus scrofa}",PF15718.6,0.4562,0.3090,MNR ; Protein moonraker,2MHC_A,25.52,"TnpX; SERINE RESOLVASE, RECOMBINATION; NMR {Clostridium perfringens}"
WP_010939744.1,DVU_RS11575,DVU2474,hypothetical,1YPY_A,0.3454,0.3190,"Virion membrane protein; Vaccinia virus, Orthopox, Variola virus; 1.51A {Vaccinia virus}",PF03999.13,0.3428,0.1552,MAP65_ASE1 ; Microtubule associated protein (MAP65/ASE1 family),1SGV_B,5.08,"tRNA pseudouridine synthase B (E.C.4.2.1.70); Hinged motion, tRNA modification, Structural; 1.9A {Mycobacterium tuberculosis} SCOP: d.265.1.2, b.122.1.1"
WP_010939755.1,DVU_RS11625,DVU2485,hypothetical,5IR6_A,0.8065,0.6523,"Bd-type quinol oxidase subunit I; bd oxidase, terminal oxidase, oxidoreductase; HET: HDD, HEB; 3.8A {Geobacillus stearothermophilus K1041}",PF01654.18,0.7969,0.6586,Cyt_bd_oxida_I ; Cytochrome bd terminal oxidase subunit I,5IR6_A,99.94,"Bd-type quinol oxidase subunit I; bd oxidase, terminal oxidase, oxidoreductase; HET: HDD, HEB; 3.8A {Geobacillus stearothermophilus K1041}"
WP_010939781.1,DVU_RS11745,DVU2511,hypothetical,6H9N_B,0.7130,0.6676,"Cell division protein FtsQ, Cell; bacterial cell division, divisome, CELL; 2.6A {Escherichia coli K-12}",PF04999.14,0.7999,0.7999,FtsL ; Cell division protein FtsL,6H9N_B,99.51,"Cell division protein FtsQ, Cell; bacterial cell division, divisome, CELL; 2.6A {Escherichia coli K-12}"
WP_010939792.1,DVU_RS11795,DVU2522,hypothetical,1KZG_A,0.4286,0.2985,"GUANINE NUCLEOTIDE EXCHANGE FACTOR DBS/CDC42; guanine nucleotide exchange factor, small; 2.6A {Mus musculus} SCOP: b.55.1.1, a.87.1.1",PF11307.9,0.5127,0.5519,DUF3109 ; Protein of unknown function (DUF3109),6PPC_A,61.00,Conopeptide phi-MiXXVIIA; TOXIN; NMR {N/A}
WP_010939819.1,DVU_RS11920,DVU2549,hypothetical,6UMM_A,0.5323,0.2252,"ESX-3 secretion system protein EccE3; ESX, secretion system, type VII;{Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)}",PF17680.2,0.5381,0.4114,FlgO ; FlgO protein,5CFI_A,68.36,"Ap4A hydrolase (E.C.3.6.1.17); Ap4A, Nudix hydrolyse, Plasmodium, Purinergic; 2.6A {Plasmodium falciparum (isolate 3D7)}"
WP_010939826.1,DVU_RS11950,DVU2556,hypothetical,5CEG_C,0.4820,0.5937,"Addiction module antidote protein, CopG/Arc/MetJ; Toxin Anti-toxin, TOXIN; HET: GOL; 1.59A {Mesorhizobium opportunistum (strain LMG 24607 / HAMBI 3007 / WSM2075)}",PF03693.15,0.4681,0.6528,ParD_antitoxin ; Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH,1EA4_F,90.10,"TRANSCRIPTIONAL REPRESSOR COPG; TRANSCRIPTIONAL REPRESSOR, DNA-BINDING PROTEIN, PLASMID; 2.95A {STREPTOCOCCUS AGALACTIAE} SCOP: a.43.1.3"
WP_014524530.1,DVU_RS11990,NULL,hypothetical,5BUX_B,0.6486,0.6664,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (E.C.4.2.1.59); FabZ, antimicrobial target, hot-dog fold; HET: GOL; 1.9A {Yersinia pestis KIM10+}",PF14765.7,0.5190,0.3717,PS-DH ; Polyketide synthase dehydratase,5BUY_A,99.49,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (E.C.4.2.1.59); FabZ, antimicrobial target, fatty acid; HET: SO4; 2.55A {Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)}"
WP_010939843.1,DVU_RS16715,DVU2573,hypothetical,6S0K_k,0.2832,0.2782,"50S ribosomal protein L2, 50S; Ribosome nascent chain in complex; HET: MG; 3.1A {Escherichia coli}",PF12669.8,0.5414,0.5798,FeoB_associated ; FeoB-associated Cys-rich membrane protein,5MX2_R,88.29,"Photosystem II protein D1 1; Photosynthesis, Metal Cluster, EDTA, Hydroxylamine; HET: LMG, BCR, PL9, LFA, CLA, DGD, PHO, SQD, HEM, LHG; 2.197A {Thermosynechococcus elongatus (strain BP-1)}"
WP_010939849.1,DVU_RS12095,DVU2579,tetratricopeptide repeat protein,3GYZ_A,0.5439,0.6971,"Chaperone protein ipgC; asymmetric homodimer, Tetratricopeptide repeat, TPR; HET: GOL, SO4; 2.15A {Shigella flexneri}",PF15015.7,0.5205,0.2387,"NYD-SP12_N ; Spermatogenesis-associated, N-terminal",5AIO_A,99.33,"TRANSCRIPTION FACTOR TAU 131 KDA; TRANSCRIPTION, TFIIIC, TPRS; 3.148A {SACCHAROMYCES CEREVISIAE}"
WP_010939862.1,DVU_RS12155,DVU2592,hypothetical,3F1I_H,0.4873,0.5276,"Hepatocyte growth factor-regulated tyrosine kinase; HGS, STAM, ESCRT, ubiquitin, MVB; 2.3A {Homo sapiens}",PF12210.9,0.4294,0.4663,Hrs_helical ; Hepatocyte growth factor-regulated tyrosine kinase substrate,5KDO_G,10.50,"Guanine nucleotide-binding protein G(i), alpha-1; Heterotrimeric G protein G protein; HET: GDP; 1.9A {Rattus norvegicus}"
WP_014524532.1,DVU_RS12160,NULL,hypothetical,5JSD_A,0.4858,0.2767,"phiAB6 tailspike; viral tailspike, beta-helix, superhelical trimer; HET: 1GN, 6PZ, GAL, BGC, MLA, ACY; 1.48A {unidentified phage}",PF10359.10,0.3748,0.2955,Fmp27_WPPW ; RNA pol II promoter Fmp27 protein domain,6OV6_A,99.62,"C24 PROTEIN; FIBER, VIRAL ORIGIN, UNKNOWN FUNCTION; 1.82A {Bizionia argentinensis JUB59}"
WP_164562126.1,DVU_RS12165,NULL,hypothetical,4RSJ_A,0.5189,0.3266,Chromosome partition protein Smc; Smc hinge domain with coiled; 3.5A {Pyrococcus furiosus},PF02090.16,0.5326,0.5350,SPAM ; Salmonella surface presentation of antigen gene type M protein,5Z08_D,7.27,"Cenp-I, Cenp-K, Cenp-H; protein complex, kinetochore, centromere, CELL; 2.199A {Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719)}"
WP_010939865.1,DVU_RS12170,DVU2595,hypothetical,4R9M_A,0.7756,0.7142,"Spermidine N(1)-acetyltransferase (E.C.2.3.1.57); Structural Genomics, NIAID, National Institute; 2.9A {Escherichia coli}",PF02474.16,0.6925,0.6806,NodA ; Nodulation protein A (NodA),4E2A_B,99.40,"Putative acetyltransferase; Alpha Beta, Alpha and Beta; 2.0A {Streptococcus mutans}"
WP_010939868.1,DVU_RS12180,DVU2598,hypothetical,6R21_Q,0.8665,0.7004,"PROTEIN; viral complex, DNA ejection, VIRAL; 3.33A {Enterobacteria phage T7}",PF17212.4,0.8095,0.8812,Tube ; Tail tubular protein,5MU4_A,100.00,"Tail tubular protein A; tail tubular protein, bacteriophage, exopolysaccharide; 1.9A {Klebsiella phage KP32}"
WP_010939869.1,DVU_RS12185,DVU2599,hypothetical,1I6Z_A,0.3277,0.3410,"BAG-FAMILY MOLECULAR CHAPERONE REGULATOR-1; triple helix bundle, CHAPERONE; NMR {Mus musculus} SCOP: a.7.7.1",PF01338.19,0.3029,0.2401,Bac_thur_toxin ; Bacillus thuringiensis toxin,4V2T_K,35.10,"PLEUROTOLYSIN A, PLEUROTOLYSIN B; TRANSPORT PROTEIN, MACPF/CDC SUPERFAMILY, PORE-FORMING; 11.0A {PLEUROTUS OSTREATUS}"
WP_010939870.1,DVU_RS12190,DVU2600,hypothetical,3J4U_K,0.6812,0.6535,"major capsid protein, cementing protein; protein topology, cryoEM, VIRUS; 3.5A {Bordetella phage BPP-1}",PF09342.12,0.5600,0.6266,DUF1986 ; Domain of unknown function (DUF1986),3J4U_L,99.58,"major capsid protein, cementing protein; protein topology, cryoEM, VIRUS; 3.5A {Bordetella phage BPP-1}"
WP_010940670.1,DVU_RS12195,DVU4020,hypothetical,3J40_F,0.9289,0.8460,"gp10, gp7; capsid, accessory protein, VIRUS; 4.5A {Salmonella phage epsilon15}",PF17236.3,0.6286,0.6596,DUF5309 ; Family of unknown function (DUF5309),3J4U_E,100.00,"major capsid protein, cementing protein; protein topology, cryoEM, VIRUS; 3.5A {Bordetella phage BPP-1}"
WP_014524534.1,DVU_RS12200,DVU2602,hypothetical,4BM5_A,0.3563,0.2891,SIMILAR TO CHLOROPLAST INNER MEMBRANE; PROTEIN TRANSPORT; 4.2A {CYANIDIOSCHYZON MEROLAE},PF10474.10,0.3791,0.3969,DUF2451 ; Protein of unknown function C-terminus (DUF2451),5VMR_D,29.20,"Botulinum neurotoxin type B (E.C.3.4.24.69); mini-protein binder, inhibitor, TOXIN; 1.95A {Clostridium botulinum}"
